Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel_Type_Decoded,Vehicle_Category,Engine_Cat,Efficiency_Score,CO2_per_Liter,Powertrain,Emission_Class
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS6,X,9.8,7.2,8.6,33,203,Regular Gasoline,Sedan,Small <2.0L,11.627906976744187,2360.4651162790697,4-cyl or less,High 200-250
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,7.1,8.6,33,202,Regular Gasoline,Sedan,Small <2.0L,11.627906976744187,2348.837209302326,4-cyl or less,High 200-250
HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,312,Premium Gasoline,Sedan,Large >3.5L,7.518796992481203,2345.864661654135,8-cyl,Very High >250
HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,14.4,9.4,12.1,23,285,Regular Gasoline,Sedan,Large >3.5L,8.264462809917356,2355.371900826446,6-cyl,Very High >250
HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,AS8,Z,17.3,10.5,14.2,20,332,Premium Gasoline,Sedan,Large >3.5L,7.042253521126761,2338.0281690140846,8-cyl,Very High >250
HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,14.4,9.5,12.2,23,284,Premium Gasoline,Compact,Large >3.5L,8.196721311475411,2327.8688524590166,6-cyl,Very High >250
HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,Z,14.1,9.6,12.1,23,283,Premium Gasoline,Compact,Large >3.5L,8.264462809917356,2338.8429752066118,6-cyl,Very High >250
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,12.9,9.4,11.3,25,265,Regular Gasoline,SUV,Medium 2.0-3.5L,8.849557522123893,2345.1327433628317,6-cyl,Very High >250
HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,X,13.0,9.7,11.5,25,269,Regular Gasoline,SUV,Medium 2.0-3.5L,8.695652173913043,2339.1304347826085,6-cyl,Very High >250
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,X,11.7,8.7,10.3,27,239,Regular Gasoline,SUV,Medium 2.0-3.5L,9.70873786407767,2320.388349514563,4-cyl or less,High 200-250
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,AS6,X,12.9,9.7,11.5,25,266,Regular Gasoline,SUV,Small <2.0L,8.695652173913043,2313.0434782608695,4-cyl or less,Very High >250
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,X,12.5,9.3,11.1,25,257,Regular Gasoline,SUV,Medium 2.0-3.5L,9.00900900900901,2315.3153153153157,4-cyl or less,Very High >250
HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,23,295,Regular Gasoline,SUV,Medium 2.0-3.5L,8.0,2360.0,6-cyl,Very High >250
HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,X,10.4,7.4,9.1,31,214,Regular Gasoline,Sedan,Small <2.0L,10.989010989010989,2351.6483516483518,4-cyl or less,High 200-250
HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.4,6.5,8.1,35,191,Regular Gasoline,Sedan,Medium 2.0-3.5L,12.345679012345679,2358.0246913580245,4-cyl or less,Medium 150-200
HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,10.0,7.0,8.6,33,204,Regular Gasoline,Sedan,Medium 2.0-3.5L,11.627906976744187,2372.093023255814,4-cyl or less,High 200-250
HYUNDAI,SONATA HYBRID,MID-SIZE,2.0,4,AM6,X,5.9,5.3,5.6,50,133,Regular Gasoline,Sedan,Small <2.0L,17.857142857142858,2375.0,4-cyl or less,Low <150
HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.0,4,AM6,X,6.0,5.5,5.8,49,136,Regular Gasoline,Sedan,Small <2.0L,17.24137931034483,2344.8275862068967,4-cyl or less,Low <150
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,X,10.1,7.6,9.0,31,211,Regular Gasoline,SUV,Small <2.0L,11.11111111111111,2344.4444444444443,4-cyl or less,High 200-250
HYUNDAI,TUCSON AWD,SUV - SMALL,1.6,4,AM7,X,9.9,8.4,9.2,31,219,Regular Gasoline,SUV,Small <2.0L,10.869565217391305,2380.4347826086955,4-cyl or less,High 200-250
HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,X,11.0,9.0,10.1,28,240,Regular Gasoline,SUV,Small <2.0L,9.900990099009901,2376.237623762376,4-cyl or less,High 200-250
HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.3,6.5,7.5,38,177,Regular Gasoline,Compact,Small <2.0L,13.333333333333334,2360.0,4-cyl or less,Medium 150-200
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,8.8,6.7,7.8,36,186,Regular Gasoline,Compact,Small <2.0L,12.820512820512821,2384.6153846153848,4-cyl or less,Medium 150-200
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AM6,X,8.9,7.1,8.1,35,191,Regular Gasoline,Compact,Small <2.0L,12.345679012345679,2358.0246913580245,4-cyl or less,Medium 150-200
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.4,7.0,8.3,34,197,Regular Gasoline,Compact,Small <2.0L,12.048192771084336,2373.4939759036142,4-cyl or less,Medium 150-200
INFINITI,Q50,MID-SIZE,2.0,4,AS7,Z,10.2,7.7,9.1,31,214,Premium Gasoline,Sedan,Small <2.0L,10.989010989010989,2351.6483516483518,4-cyl or less,High 200-250
INFINITI,Q50,MID-SIZE,3.0,6,AS7,Z,12.1,8.1,10.3,27,242,Premium Gasoline,Sedan,Medium 2.0-3.5L,9.70873786407767,2349.514563106796,6-cyl,High 200-250
INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,10.6,8.4,9.6,29,226,Premium Gasoline,Sedan,Small <2.0L,10.416666666666668,2354.166666666667,4-cyl or less,High 200-250
INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,12.3,8.5,10.6,27,249,Premium Gasoline,Sedan,Medium 2.0-3.5L,9.433962264150944,2349.056603773585,6-cyl,High 200-250
INFINITI,Q50S AWD,MID-SIZE,3.0,6,AS7,Z,12.9,9.0,11.1,25,262,Premium Gasoline,Sedan,Medium 2.0-3.5L,9.00900900900901,2360.3603603603606,6-cyl,Very High >250
INFINITI,Q50S RED SPORT,MID-SIZE,3.0,6,AS7,Z,11.8,8.8,10.5,27,247,Premium Gasoline,Sedan,Medium 2.0-3.5L,9.523809523809524,2352.3809523809527,6-cyl,High 200-250
INFINITI,Q50S RED SPORT AWD,MID-SIZE,3.0,6,AS7,Z,12.3,9.1,10.8,26,256,Premium Gasoline,Sedan,Medium 2.0-3.5L,9.25925925925926,2370.3703703703704,6-cyl,Very High >250
INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.4,6.9,7.7,37,181,Premium Gasoline,Compact,Medium 2.0-3.5L,12.987012987012987,2350.6493506493507,6-cyl,Medium 150-200
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.6,8.2,34,193,Premium Gasoline,Compact,Medium 2.0-3.5L,12.195121951219512,2353.658536585366,6-cyl,Medium 150-200
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.7,11.6,24,274,Premium Gasoline,Sedan,Large >3.5L,8.620689655172415,2362.0689655172414,6-cyl,Very High >250
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.2,12.8,22,300,Premium Gasoline,Sedan,Large >3.5L,7.8125,2343.75,8-cyl,Very High >250
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,6.9,7.5,38,177,Premium Gasoline,Sedan,Medium 2.0-3.5L,13.333333333333334,2360.0,6-cyl,Medium 150-200
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.7,9.7,11.9,24,279,Premium Gasoline,Wagon,Large >3.5L,8.403361344537815,2344.53781512605,6-cyl,Very High >250
INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,11.8,8.5,10.3,27,242,Premium Gasoline,SUV,Medium 2.0-3.5L,9.70873786407767,2349.514563106796,6-cyl,High 200-250
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.2,8.9,10.7,26,252,Premium Gasoline,SUV,Medium 2.0-3.5L,9.345794392523365,2355.140186915888,6-cyl,Very High >250
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,8.9,8.4,8.7,32,204,Regular Gasoline,SUV,Medium 2.0-3.5L,11.49425287356322,2344.8275862068967,4-cyl or less,High 200-250
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,301,Premium Gasoline,SUV,Large >3.5L,7.8125,2351.5625,6-cyl,Very High >250
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,354,Premium Gasoline,SUV,Large >3.5L,6.622516556291391,2344.3708609271525,8-cyl,Very High >250
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.1,8.5,10.5,27,246,Premium Gasoline,Other,Medium 2.0-3.5L,9.523809523809524,2342.8571428571427,6-cyl,High 200-250
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296,Premium Gasoline,Other,Medium 2.0-3.5L,7.936507936507937,2349.2063492063494,6-cyl,Very High >250
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS8,Z,12.1,8.5,10.5,27,246,Premium Gasoline,Other,Medium 2.0-3.5L,9.523809523809524,2342.8571428571427,6-cyl,High 200-250
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296,Premium Gasoline,Other,Medium 2.0-3.5L,7.936507936507937,2349.2063492063494,6-cyl,Very High >250
JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,302,Premium Gasoline,Other,Large >3.5L,7.8125,2359.375,8-cyl,Very High >250
JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.7,10.4,13.3,21,311,Premium Gasoline,Other,Large >3.5L,7.518796992481203,2338.345864661654,8-cyl,Very High >250
JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5.0,8,AS6,Z,15.7,10.4,13.3,21,311,Premium Gasoline,Other,Large >3.5L,7.518796992481203,2338.345864661654,8-cyl,Very High >250
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.5,8.7,10.8,26,254,Premium Gasoline,Other,Medium 2.0-3.5L,9.25925925925926,2351.8518518518517,6-cyl,Very High >250
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,M6,Z,15.3,9.9,12.9,22,302,Premium Gasoline,Other,Medium 2.0-3.5L,7.751937984496124,2341.085271317829,6-cyl,Very High >250
JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.1,11.3,25,264,Premium Gasoline,Other,Medium 2.0-3.5L,8.849557522123893,2336.2831858407076,6-cyl,Very High >250
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,AS8,Z,12.5,8.7,10.8,26,254,Premium Gasoline,Other,Medium 2.0-3.5L,9.25925925925926,2351.8518518518517,6-cyl,Very High >250
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,M6,Z,15.3,9.9,12.9,22,302,Premium Gasoline,Other,Medium 2.0-3.5L,7.751937984496124,2341.085271317829,6-cyl,Very High >250
JAGUAR,F-TYPE S COUPE AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.1,11.3,25,264,Premium Gasoline,Other,Medium 2.0-3.5L,8.849557522123893,2336.2831858407076,6-cyl,Very High >250
JAGUAR,XF AWD ,MID-SIZE,3.0,6,AS8,Z,11.9,8.3,10.3,27,241,Premium Gasoline,Sedan,Medium 2.0-3.5L,9.70873786407767,2339.8058252427186,6-cyl,High 200-250
JAGUAR,XJ R-SPORT 3.0 AWD,FULL-SIZE,3.0,6,AS8,Z,14.0,8.9,11.7,24,275,Premium Gasoline,Sedan,Medium 2.0-3.5L,8.547008547008547,2350.4273504273506,6-cyl,Very High >250
JAGUAR,XJL 3.0 AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,14.1,9.3,11.9,24,279,Premium Gasoline,Sedan,Medium 2.0-3.5L,8.403361344537815,2344.53781512605,6-cyl,Very High >250
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,313,Premium Gasoline,Sedan,Large >3.5L,7.518796992481203,2353.3834586466164,8-cyl,Very High >250
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,313,Premium Gasoline,Sedan,Large >3.5L,7.518796992481203,2353.3834586466164,8-cyl,Very High >250
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,223,Regular Gasoline,SUV,Medium 2.0-3.5L,10.526315789473685,2347.3684210526317,4-cyl or less,High 200-250
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,223,Regular Gasoline,SUV,Medium 2.0-3.5L,10.526315789473685,2347.3684210526317,4-cyl or less,High 200-250
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,E,15.2,10.2,12.9,22,213,Ethanol (E85),SUV,Medium 2.0-3.5L,7.751937984496124,1651.1627906976746,4-cyl or less,High 200-250
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.1,9.9,29,233,Regular Gasoline,SUV,Medium 2.0-3.5L,10.1010101010101,2353.5353535353534,6-cyl,High 200-250
JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,233,Regular Gasoline,SUV,Medium 2.0-3.5L,10.0,2330.0,4-cyl or less,High 200-250
JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,233,Regular Gasoline,SUV,Medium 2.0-3.5L,10.0,2330.0,4-cyl or less,High 200-250
JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,E,15.9,11.0,13.7,21,226,Ethanol (E85),SUV,Medium 2.0-3.5L,7.299270072992701,1649.6350364963505,4-cyl or less,High 200-250
JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,11.6,8.5,10.2,28,240,Regular Gasoline,SUV,Medium 2.0-3.5L,9.803921568627452,2352.9411764705883,6-cyl,High 200-250
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,238,Regular Gasoline,SUV,Medium 2.0-3.5L,9.900990099009901,2356.4356435643563,4-cyl or less,High 200-250
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.5,8.9,10.9,26,256,Regular Gasoline,SUV,Medium 2.0-3.5L,9.174311926605505,2348.6238532110087,6-cyl,Very High >250
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,255,Regular Gasoline,SUV,Medium 2.0-3.5L,9.174311926605505,2339.4495412844035,4-cyl or less,Very High >250
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,12.2,9.0,10.8,26,253,Regular Gasoline,SUV,Medium 2.0-3.5L,9.25925925925926,2342.592592592592,6-cyl,Very High >250
JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.8,8.9,10.0,28,234,Regular Gasoline,SUV,Small <2.0L,10.0,2340.0,4-cyl or less,High 200-250
JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,10.3,7.8,9.2,31,214,Regular Gasoline,SUV,Small <2.0L,10.869565217391305,2326.0869565217395,4-cyl or less,High 200-250
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.2,8.6,10.0,28,235,Regular Gasoline,SUV,Medium 2.0-3.5L,10.0,2350.0,4-cyl or less,High 200-250
JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.2,8.2,9.3,30,218,Regular Gasoline,SUV,Medium 2.0-3.5L,10.75268817204301,2344.0860215053763,4-cyl or less,High 200-250
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.1,10.5,27,248,Regular Gasoline,SUV,Medium 2.0-3.5L,9.523809523809524,2361.904761904762,4-cyl or less,High 200-250
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,228,Regular Gasoline,SUV,Medium 2.0-3.5L,10.309278350515465,2350.515463917526,4-cyl or less,High 200-250
JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,259,Regular Gasoline,SUV,Medium 2.0-3.5L,9.00900900900901,2333.3333333333335,4-cyl or less,Very High >250
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,X,12.8,9.5,11.3,25,265,Regular Gasoline,SUV,Large >3.5L,8.849557522123893,2345.1327433628317,6-cyl,Very High >250
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,16.7,10.7,14.0,20,329,Regular Gasoline,SUV,Large >3.5L,7.142857142857143,2350.0,8-cyl,Very High >250
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,370,Premium Gasoline,SUV,Large >3.5L,6.329113924050633,2341.772151898734,8-cyl,Very High >250
JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,10.8,8.9,10.0,28,234,Regular Gasoline,SUV,Small <2.0L,10.0,2340.0,4-cyl or less,High 200-250
JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.3,7.8,9.2,31,214,Regular Gasoline,SUV,Small <2.0L,10.869565217391305,2326.0869565217395,4-cyl or less,High 200-250
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.2,8.6,10.0,28,235,Regular Gasoline,SUV,Medium 2.0-3.5L,10.0,2350.0,4-cyl or less,High 200-250
JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.2,8.2,9.3,30,218,Regular Gasoline,SUV,Medium 2.0-3.5L,10.75268817204301,2344.0860215053763,4-cyl or less,High 200-250
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.1,10.5,27,248,Regular Gasoline,SUV,Medium 2.0-3.5L,9.523809523809524,2361.904761904762,4-cyl or less,High 200-250
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,228,Regular Gasoline,SUV,Medium 2.0-3.5L,10.309278350515465,2350.515463917526,4-cyl or less,High 200-250
JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,259,Regular Gasoline,SUV,Medium 2.0-3.5L,9.00900900900901,2333.3333333333335,4-cyl or less,Very High >250
JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,207,Regular Gasoline,SUV,Small <2.0L,11.363636363636363,2352.272727272727,4-cyl or less,High 200-250
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,X,10.8,7.7,9.4,30,220,Regular Gasoline,SUV,Medium 2.0-3.5L,10.638297872340425,2340.4255319148933,4-cyl or less,High 200-250
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.2,9.9,12.2,23,201,Ethanol (E85),SUV,Medium 2.0-3.5L,8.196721311475411,1647.5409836065573,4-cyl or less,High 200-250
JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,203,Regular Gasoline,SUV,Small <2.0L,11.363636363636363,2306.8181818181815,4-cyl or less,High 200-250
JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.0,9.8,29,229,Regular Gasoline,SUV,Medium 2.0-3.5L,10.204081632653061,2336.734693877551,4-cyl or less,High 200-250
JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,299,Regular Gasoline,SUV,Large >3.5L,7.8125,2335.9375,6-cyl,Very High >250
JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22,299,Regular Gasoline,SUV,Large >3.5L,7.8125,2335.9375,6-cyl,Very High >250
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,314,Regular Gasoline,SUV,Large >3.5L,7.462686567164179,2343.2835820895525,6-cyl,Very High >250
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.4,21,312,Regular Gasoline,SUV,Large >3.5L,7.462686567164179,2328.3582089552237,6-cyl,Very High >250
KIA,CADENZA,FULL-SIZE,3.3,6,AS6,X,12.7,8.4,10.7,26,251,Regular Gasoline,Sedan,Medium 2.0-3.5L,9.345794392523365,2345.7943925233644,6-cyl,Very High >250
KIA,FORTE,MID-SIZE,1.8,4,AS6,X,8.9,6.1,7.6,37,179,Regular Gasoline,Sedan,Small <2.0L,13.157894736842106,2355.263157894737,4-cyl or less,Medium 150-200
KIA,FORTE,MID-SIZE,1.8,4,M6,X,9.3,6.3,7.9,36,186,Regular Gasoline,Sedan,Small <2.0L,12.658227848101266,2354.430379746835,4-cyl or less,Medium 150-200
KIA,FORTE,MID-SIZE,2.0,4,AS6,X,9.7,6.7,8.3,34,196,Regular Gasoline,Sedan,Small <2.0L,12.048192771084336,2361.44578313253,4-cyl or less,Medium 150-200
KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.8,6.9,8.5,33,198,Regular Gasoline,Sedan,Small <2.0L,11.764705882352942,2329.4117647058824,4-cyl or less,Medium 150-200
KIA,FORTE 5,FULL-SIZE,1.6,4,AS6,X,11.1,8.0,9.7,29,228,Regular Gasoline,Sedan,Small <2.0L,10.309278350515465,2350.515463917526,4-cyl or less,High 200-250
KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,227,Regular Gasoline,Sedan,Small <2.0L,10.204081632653061,2316.326530612245,4-cyl or less,High 200-250
KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.5,7.2,8.5,33,199,Regular Gasoline,Sedan,Small <2.0L,11.764705882352942,2341.176470588235,4-cyl or less,Medium 150-200
KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.7,6.9,8.4,34,197,Regular Gasoline,Sedan,Small <2.0L,11.904761904761905,2345.2380952380954,4-cyl or less,Medium 150-200
KIA,FORTE KOUP,COMPACT,1.6,4,AS6,X,10.6,7.8,9.4,30,218,Regular Gasoline,Compact,Small <2.0L,10.638297872340425,2319.148936170213,4-cyl or less,High 200-250
KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,222,Regular Gasoline,Compact,Small <2.0L,10.416666666666668,2312.5,4-cyl or less,High 200-250
KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.7,7.1,8.6,33,200,Regular Gasoline,Compact,Small <2.0L,11.627906976744187,2325.5813953488373,4-cyl or less,Medium 150-200
KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,10.0,7.4,8.8,32,206,Regular Gasoline,Compact,Small <2.0L,11.363636363636363,2340.9090909090905,4-cyl or less,High 200-250
KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.9,9.2,11.8,24,278,Regular Gasoline,Sedan,Large >3.5L,8.47457627118644,2355.9322033898306,6-cyl,Very High >250
KIA,K900,FULL-SIZE,5.0,8,AS8,X,15.6,10.6,13.4,21,318,Regular Gasoline,Sedan,Large >3.5L,7.462686567164179,2373.1343283582087,8-cyl,Very High >250
KIA,OPTIMA,FULL-SIZE,1.6,4,AM7,X,8.4,6.1,7.4,38,175,Regular Gasoline,Sedan,Small <2.0L,13.513513513513512,2364.864864864865,4-cyl or less,Medium 150-200
KIA,OPTIMA,FULL-SIZE,2.0,4,AS6,X,10.9,7.4,9.3,30,222,Regular Gasoline,Sedan,Small <2.0L,10.75268817204301,2387.096774193548,4-cyl or less,High 200-250
KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.4,6.5,8.1,35,193,Regular Gasoline,Sedan,Medium 2.0-3.5L,12.345679012345679,2382.716049382716,4-cyl or less,Medium 150-200
KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AM6,X,6.6,5.9,6.3,45,147,Regular Gasoline,Sedan,Medium 2.0-3.5L,15.873015873015873,2333.3333333333335,4-cyl or less,Low <150
KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AM6,X,6.7,6.1,6.4,44,150,Regular Gasoline,Sedan,Medium 2.0-3.5L,15.625,2343.75,4-cyl or less,Low <150
KIA,RIO,COMPACT,1.6,4,AS6,X,8.7,6.3,7.7,37,178,Regular Gasoline,Compact,Small <2.0L,12.987012987012987,2311.688311688312,4-cyl or less,Medium 150-200
KIA,RIO,COMPACT,1.6,4,M6,X,8.8,6.4,7.7,37,179,Regular Gasoline,Compact,Small <2.0L,12.987012987012987,2324.6753246753246,4-cyl or less,Medium 150-200
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS6,X,10.1,7.6,9.0,31,214,Regular Gasoline,Sedan,Small <2.0L,11.11111111111111,2377.777777777778,4-cyl or less,High 200-250
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,M6,X,10.4,7.8,9.3,30,220,Regular Gasoline,Sedan,Small <2.0L,10.75268817204301,2365.591397849462,4-cyl or less,High 200-250
KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,24,275,Regular Gasoline,Van,Medium 2.0-3.5L,8.620689655172415,2370.689655172414,6-cyl,Very High >250
KIA,SEDONA SX,MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,25,269,Regular Gasoline,Van,Medium 2.0-3.5L,8.771929824561402,2359.6491228070176,6-cyl,Very High >250
KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.2,10.5,12.5,23,296,Regular Gasoline,Van,Medium 2.0-3.5L,8.0,2368.0,6-cyl,Very High >250
KIA,SORENTO,SUV - SMALL,2.0,4,AS6,X,11.7,8.6,10.3,27,245,Regular Gasoline,SUV,Small <2.0L,9.70873786407767,2378.640776699029,4-cyl or less,High 200-250
KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.1,8.2,9.8,29,233,Regular Gasoline,SUV,Medium 2.0-3.5L,10.204081632653061,2377.551020408163,4-cyl or less,High 200-250
KIA,SORENTO AWD,SUV - SMALL,2.0,4,AS6,X,12.3,9.3,10.9,26,259,Regular Gasoline,SUV,Small <2.0L,9.174311926605505,2376.146788990826,4-cyl or less,Very High >250
KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,X,11.4,9.2,10.4,27,245,Regular Gasoline,SUV,Medium 2.0-3.5L,9.615384615384615,2355.7692307692305,4-cyl or less,High 200-250
